Algorithm,Time,Distance,Distance from Goal,Path Deviation,Original Distance from Goal,Search Space,Memory
OMPL RRTX,40.021428,34.828427124746185,0.0,-1.1715728752538013,22.627416997969522,nan,3039.232
OMPL RRTX,40.049933,47.242640687119284,0.0,-9.958369439657382,56.08029957123981,nan,950.272
OMPL RRTX,40.04064,74.48528137423857,0.0,-13.029437251522872,32.2490309931942,nan,499.712
OMPL RRTX,40.213301,79.37820360123072,0.0,-19.43707810427648,34.713109915419565,nan,2056.192
OMPL RRTX,40.040623,51.0,0.0,-3.5147186257614464,41.97618372363071,nan,450.56
OMPL RRTX,40.023461,109.0,0.0,-109.0,55.46169849544819,nan,286.72
OMPL RRT*,40.240473,11.414213562373096,16.76305461424021,-2.9289321881345245,38.2099463490856,nan,2691.072
OMPL RRT*,40.06979,20.0,0.0,-3.5147186257614287,8.48528137423857,nan,479.232
OMPL RRT*,40.032533,64.82842712474618,0.0,-9.857864376269049,14.212670403551895,nan,155.648
OMPL RRT*,40.020416,54.65028153987288,0.0,-10.608650979530282,51.419840528729765,nan,172.032
OMPL RRT*,40.096357,67.41421356237309,0.0,-4.686291501015248,29.120439557122072,nan,1425.408
OMPL RRT*,40.041518,24.414213562373096,0.0,-5.857864376269045,57.271284253105414,nan,2174.976
OMPL RRT*,40.030438,30.82842712474619,0.0,-8.201010126776662,17.804493814764857,nan,2695.168
OMPL RRT*,40.050221,36.06449510224598,0.0,-2.4076408527535946,22.627416997969522,nan,1159.168
OMPL RRT*,40.028238,46.656854249492376,4.123105625617661,-9.372583002030474,56.08029957123981,nan,1622.016
OMPL RRT*,40.053277,71.65685424949238,0.0,-10.201010126776687,32.2490309931942,nan,29425.664
OMPL RRT*,40.061144,66.38477631085023,0.0,-6.443650813895985,34.713109915419565,nan,724.992
OMPL RRT*,40.013597,51.0,0.0,-3.5147186257614464,41.97618372363071,nan,1167.36
OMPL RRT#,40.356536,51.41421356237309,0.0,-8.443650813895957,38.2099463490856,nan,1261.568
OMPL RRT#,40.057684,11.414213562373096,0.0,-2.9289321881345245,8.48528137423857,nan,2871.296
OMPL RRT#,40.01739,20.0,0.0,-3.5147186257614287,14.212670403551895,nan,516.096
OMPL RRT#,40.025398,64.48528137423855,0.0,-9.514718625761418,51.419840528729765,nan,462.848
OMPL RRT#,40.036594,54.242640687119284,0.0,-10.201010126776687,29.120439557122072,nan,2043.904
OMPL RRT#,40.020879,69.65685424949238,0.0,-6.928932188134539,57.271284253105414,nan,901.12
OMPL RRT#,40.070077,23.242640687119287,0.0,-4.686291501015237,17.804493814764857,nan,1785.856
OMPL RRT#,40.017067,30.82842712474619,0.0,-8.201010126776662,22.627416997969522,nan,1794.048
OMPL RRT#,40.193092,35.41421356237309,4.0,-1.757359312880709,56.08029957123981,nan,4022.272
OMPL RRT#,40.017532,47.242640687119284,0.0,-9.958369439657382,32.2490309931942,nan,1171.456
OMPL RRT#,40.100468,75.65685424949237,0.0,-15.715728752538126,34.713109915419565,nan,196.608
OMPL RRT#,40.017764,51.0,7.0710678118654755,-3.5147186257614464,41.97618372363071,nan,1179.648
OMPL KPIECE1,9.31085,523.8747261738703,0.0,-480.9041634253931,38.2099463490856,nan,2895.872
OMPL KPIECE1,0.237078,32.0,0.0,-23.51471862576143,8.48528137423857,nan,110.592
OMPL KPIECE1,3.415379,392.9705627484772,0.0,-376.48528137423864,14.212670403551895,nan,1437.696
OMPL KPIECE1,1.469562,249.69848480983512,0.0,-194.727922061358,51.419840528729765,nan,823.296
OMPL KPIECE1,1.382474,646.870057685089,0.0,-602.8284271247464,29.120439557122072,nan,520.192
OMPL KPIECE1,0.785745,287.31370849898485,0.0,-224.585786437627,57.271284253105414,nan,507.904
OMPL KPIECE1,1.657483,238.76297991208114,0.0,-220.20663072597708,17.804493814764857,nan,692.224
OMPL KPIECE1,0.143537,31.414213562373096,0.0,-8.786796564403566,22.627416997969522,nan,8.192
OMPL KPIECE1,0.450272,135.72134935173835,4.0,-102.06449510224597,56.08029957123981,nan,225.28
OMPL KPIECE1,0.403994,220.3137084989848,0.0,-183.0294372515229,32.2490309931942,nan,9412.608
OMPL KPIECE1,1.336104,478.1706207648348,0.0,-416.7147766421191,34.713109915419565,nan,17551.36
OMPL KPIECE1,1.178822,346.4264068711931,0.0,-286.48528137423887,41.97618372363071,nan,540.672
OMPL KPIECE1,0.269581,128.07106781186548,0.0,-80.58578643762692,55.46169849544819,nan,671.744
OMPL KPIECE1,11.590564,1270.840620433566,0.0,-1270.840620433566,45.39823785126467,nan,6258.688
OMPL PDST,7.536802,88.0416305603426,0.0,-45.07106781186546,38.2099463490856,nan,17874.944
OMPL PDST,0.740396,94.24264068711928,0.0,-85.75735931288071,8.48528137423857,nan,65.536
OMPL PDST,7.706958,36.828427124746185,0.0,-20.343145750507613,14.212670403551895,nan,503.808
OMPL PDST,0.966156,187.65685424949237,7.211102550927978,-143.6152236891498,51.419840528729765,nan,204.8
OMPL PDST,1.294036,199.8994949366117,0.0,-137.17157287525384,29.120439557122072,nan,393.216
OMPL PDST,1.902408,63.48528137423857,0.0,-44.92893218813452,57.271284253105414,nan,286.72
OMPL PDST,0.402671,51.41421356237309,0.0,-28.786796564403563,17.804493814764857,nan,4.096
OMPL PDST,5.077666,86.48528137423857,0.0,-52.828427124746185,22.627416997969522,nan,696.32
OMPL PDST,0.461888,207.2426406871193,4.0,-169.9583694396574,56.08029957123981,nan,81.92
OMPL PDST,6.506931,166.48528137423855,0.0,-105.02943725152286,32.2490309931942,nan,1200.128
OMPL PDST,1.613332,98.37163089161122,0.0,-38.430505394656976,34.713109915419565,nan,315.392
OMPL PDST,0.738327,86.41421356237309,0.0,-38.92893218813454,41.97618372363071,nan,192.512
OMPL SST,15.008858,10.828427124746192,1.4142135623730951,-2.3431457505076203,38.2099463490856,nan,311.296
OMPL SST,15.031639,76.48528137423857,0.0,-21.514718625761432,8.48528137423857,nan,360.448
OMPL SST,15.017536,61.071067811865476,1.0,-17.02943725152288,14.212670403551895,nan,315.392
OMPL SST,15.01948,83.47870866461908,0.0,-20.750786603261233,51.419840528729765,nan,692.224
OMPL SST,15.018759,32.0,0.0,-9.37258300203047,29.120439557122072,nan,217.088
OMPL SST,15.012856,47.24264068711928,0.0,-9.958369439657375,57.271284253105414,nan,69.632
OMPL SST,15.07032,283.5563491861041,1.0,-222.10050506338843,17.804493814764857,nan,622.592
OMPL SST,15.015257,57.828427124746185,0.0,-10.343145750507631,22.627416997969522,nan,13336.576
OMPL BiEST,26.426879,150.8700576850888,0.0,-107.89949493661166,38.2099463490856,nan,2719.744
OMPL BiEST,0.122141,44.828427124746185,0.0,-36.34314575050762,8.48528137423857,nan,176.128
OMPL BiEST,0.030917,20.0,0.0,-3.5147186257614287,14.212670403551895,nan,0.0
OMPL BiEST,2.28582,95.89949493661166,0.0,-40.928932188134524,51.419840528729765,nan,1650.688
OMPL BiEST,0.176743,100.24264068711929,0.0,-56.201010126776694,29.120439557122072,nan,1056.768
OMPL BiEST,0.889093,170.48528137423858,0.0,-107.75735931288074,57.271284253105414,nan,155.648
OMPL BiEST,0.356298,32.41421356237309,0.0,-13.857864376269042,17.804493814764857,nan,0.0
OMPL BiEST,0.226002,77.41421356237309,0.0,-54.78679656440356,22.627416997969522,nan,0.0
OMPL BiEST,1.988114,181.82842712474618,0.0,-181.82842712474618,56.08029957123981,nan,69.632
OMPL BiEST,0.369451,46.24264068711928,0.0,-12.585786437626894,32.2490309931942,nan,102.4
OMPL BiEST,0.171828,95.24264068711928,0.0,-57.958369439657375,34.713109915419565,nan,258.048
OMPL BiEST,1.086576,93.41421356237309,0.0,-31.958369439657396,41.97618372363071,nan,49.152
OMPL BiEST,1.78683,150.14213562373095,0.0,-90.20101012677671,55.46169849544819,nan,495.616
OMPL BiEST,0.071397,60.41421356237309,0.0,-12.928932188134539,45.39823785126467,nan,155.648
OMPL BiEST,6.266287,315.72792206135796,0.0,-315.72792206135796,32.449961479175904,nan,720.896
OMPL TRRT,14.404665,86.4492714130962,0.0,-43.47870866461906,38.2099463490856,nan,1814.528
OMPL TRRT,0.390306,18.82842712474619,0.0,-10.34314575050762,8.48528137423857,nan,20.48
OMPL TRRT,0.347044,24.82842712474619,0.0,-8.34314575050762,14.212670403551895,nan,118.784
OMPL TRRT,0.668559,88.48528137423857,0.0,-33.51471862576143,51.419840528729765,nan,0.0
OMPL TRRT,0.42829,129.2132034355964,0.0,-85.1715728752538,29.120439557122072,nan,266.24
OMPL TRRT,0.309548,101.55634918610403,0.0,-38.828427124746185,57.271284253105414,nan,0.0
OMPL TRRT,0.359067,23.242640687119284,0.0,-4.6862915010152335,17.804493814764857,nan,122.88
OMPL TRRT,0.088349,28.485281374238575,0.0,-5.857864376269045,22.627416997969522,nan,8.192
OMPL TRRT,7.168337,128.79898987322332,0.0,-128.79898987322332,56.08029957123981,nan,4.096
OMPL TRRT,0.258113,57.721349351738354,0.0,-24.06449510224597,32.2490309931942,nan,61.44
OMPL TRRT,0.125647,70.89949493661166,0.0,-33.61522368914976,34.713109915419565,nan,0.0
OMPL TRRT,0.236082,87.55634918610403,0.0,-26.100505063388333,41.97618372363071,nan,0.0
OMPL TRRT,0.488558,82.14213562373094,0.0,-22.201010126776694,55.46169849544819,nan,327.68
OMPL TRRT,0.282511,84.55634918610403,0.0,-37.071067811865476,45.39823785126467,nan,8.192
OMPL TRRT,0.694907,145.38477631085024,0.0,-145.38477631085024,32.449961479175904,nan,266.24
OMPL RRT Connect,7.36064,88.38477631085023,0.0,-45.41421356237309,38.2099463490856,nan,1331.2
OMPL RRT Connect,0.046222,24.82842712474619,0.0,-16.34314575050762,8.48528137423857,nan,110.592
OMPL RRT Connect,0.08957,20.0,0.0,-3.5147186257614287,14.212670403551895,nan,118.784
OMPL RRT Connect,0.904375,92.24264068711928,0.0,-37.27207793864214,51.419840528729765,nan,0.0
OMPL RRT Connect,0.130077,60.0,0.0,-15.958369439657403,29.120439557122072,nan,32.768
OMPL RRT Connect,0.848349,87.41421356237309,0.0,-24.686291501015248,57.271284253105414,nan,0.0
OMPL RRT Connect,2.132914,53.828427124746185,0.0,-35.272077938642134,17.804493814764857,nan,1114.112
OMPL RRT Connect,0.066609,30.82842712474619,0.0,-8.201010126776662,22.627416997969522,nan,241.664
OMPL RRT Connect,10.235603,140.65685424949237,0.0,-140.65685424949237,56.08029957123981,nan,208.896
OMPL RRT Connect,0.802616,36.242640687119284,0.0,-2.5857864376269006,32.2490309931942,nan,208.896
OMPL RRT Connect,0.078437,90.41421356237309,0.0,-53.12994231491119,34.713109915419565,nan,0.0
OMPL RRT Connect,1.091334,135.65685424949237,0.0,-74.20101012677668,41.97618372363071,nan,249.856
OMPL RRT Connect,1.117274,146.48528137423855,0.0,-86.54415587728431,55.46169849544819,nan,278.528
OMPL RRT Connect,0.075726,88.41421356237309,0.0,-40.92893218813454,45.39823785126467,nan,258.048
OMPL RRT Connect,1.15535,237.8929222269922,0.0,-237.8929222269922,32.449961479175904,nan,57.344
OMPL BIT*,15.072004,98.14213562373094,0.0,-55.1715728752538,38.2099463490856,nan,4034.56
OMPL BIT*,0.029397,11.414213562373096,0.0,-2.9289321881345245,8.48528137423857,nan,0.0
OMPL BIT*,15.018727,18.242640687119284,0.0,-1.7573593128807126,14.212670403551895,nan,61.44
OMPL BIT*,15.123181,56.72792206135786,0.0,-1.7573593128807232,51.419840528729765,nan,1474.56
OMPL BIT*,15.024691,46.79241716360383,0.0,-2.7507866032612327,29.120439557122072,nan,4.096
OMPL BIT*,15.044093,65.65685424949237,0.0,-2.9289321881345245,57.271284253105414,nan,1261.568
OMPL BIT*,15.041846,20.899494936611667,0.0,-2.3431457505076168,17.804493814764857,nan,544.768
OMPL BIT*,0.072898,31.414213562373096,0.0,-8.786796564403566,22.627416997969522,nan,8.192
OMPL BIT*,75.082652,108.07106781186546,0.0,-108.07106781186546,56.08029957123981,nan,15425.536
OMPL BIT*,15.046379,35.89949493661166,0.0,-2.2426406871192768,32.2490309931942,nan,32.768
OMPL BIT*,15.062625,42.55634918610404,0.0,-5.272077938642141,34.713109915419565,nan,15962.112
OMPL BIT*,15.026758,71.07106781186548,0.0,-9.61522368914978,41.97618372363071,nan,15159.296
OMPL BIT*,15.138434,64.6274169979695,0.0,-4.686291501015262,55.46169849544819,nan,24293.376
OMPL BIT*,0.052243,51.0,0.0,-3.5147186257614464,45.39823785126467,nan,8.192
OMPL BIT*,15.021117,95.82842712474618,0.0,-95.82842712474618,32.449961479175904,nan,266.24
OMPL BKPIECE1,22.053221,491.9603154229727,0.0,-448.98975267449555,38.2099463490856,nan,188.416
OMPL BKPIECE1,2.134968,1015.4974746830587,0.0,-1007.0121933088202,8.48528137423857,nan,552.96
OMPL BKPIECE1,0.91808,289.6208442883501,0.0,-273.1355629141115,14.212670403551895,nan,8.192
OMPL BKPIECE1,0.706805,150.85691226584981,0.0,-95.88634951737268,51.419840528729765,nan,90.112
OMPL BKPIECE1,3.133822,2243.095454429505,0.0,-2199.0538238691624,29.120439557122072,nan,1200.128
OMPL BKPIECE1,1.74677,264.14213562373095,0.0,-201.4142135623731,57.271284253105414,nan,983.04
OMPL BKPIECE1,2.191152,231.62741699796953,0.0,-213.07106781186548,17.804493814764857,nan,229.376
OMPL BKPIECE1,2.597878,805.6984848098352,0.0,-783.0710678118658,22.627416997969522,nan,1908.736
OMPL BKPIECE1,28.424679,1121.4461717090303,0.0,-1121.4461717090303,56.08029957123981,nan,2088.96
OMPL BKPIECE1,1.771071,379.74011537017793,0.0,-346.08326112068556,32.2490309931942,nan,696.32
OMPL BKPIECE1,1.358613,1142.1543289325512,0.0,-1104.8700576850893,34.713109915419565,nan,319.488
OMPL BKPIECE1,7.321638,1220.2253967444167,0.0,-1158.769552621701,41.97618372363071,nan,671.744
OMPL BKPIECE1,6.519674,651.0823090102666,0.0,-591.1411835133124,55.46169849544819,nan,643.072
OMPL BKPIECE1,0.815071,774.2132034355966,0.0,-726.7279220613581,45.39823785126467,nan,16.384
OMPL BKPIECE1,8.707196,1978.740115370178,0.0,-1978.740115370178,32.449961479175904,nan,602.112
OMPL EST,0.121603,51.41421356237309,28.635642126552707,-42.928932188134524,38.2099463490856,nan,1691.648
OMPL EST,0.264083,26.82842712474619,0.0,-10.34314575050762,8.48528137423857,nan,229.376
OMPL EST,9.536409,79.55634918610403,0.0,-24.585786437626894,14.212670403551895,nan,1789.952
OMPL EST,0.838976,58.0,0.0,-13.958369439657403,51.419840528729765,nan,126.976
OMPL EST,0.721934,127.07106781186546,0.0,-64.34314575050762,29.120439557122072,nan,258.048
OMPL EST,0.671257,47.24264068711929,0.0,-28.68629150101524,57.271284253105414,nan,217.088
OMPL EST,0.093433,39.41421356237309,0.0,-16.786796564403563,17.804493814764857,nan,249.856
OMPL EST,6.060653,56.48528137423857,0.0,-22.828427124746185,22.627416997969522,nan,249.856
OMPL EST,0.080767,79.82842712474618,5.0,-42.54415587728428,56.08029957123981,nan,110.592
OMPL EST,7.277205,140.48528137423858,0.0,-79.02943725152289,32.2490309931942,nan,4.096
OMPL EST,7.364613,103.96399003885763,0.0,-44.02286454190339,34.713109915419565,nan,790.528
OMPL EST,0.050978,51.0,0.0,-3.5147186257614464,41.97618372363071,nan,40.96
OMPL LazyLBTRRT,35.132933,57.071067811865476,0.0,-14.10050506338834,38.2099463490856,nan,2400.256
OMPL LazyLBTRRT,35.091683,11.414213562373096,0.0,-2.9289321881345245,8.48528137423857,nan,319.488
OMPL LazyLBTRRT,35.254406,19.414213562373096,0.0,-2.9289321881345245,14.212670403551895,nan,113786.88
OMPL LazyLBTRRT,35.184416,79.13556291411143,0.0,-24.165000165634297,51.419840528729765,nan,40370.176
OMPL LazyLBTRRT,35.169535,62.30713578936526,0.0,-18.265505229022665,29.120439557122072,nan,45199.36
OMPL LazyLBTRRT,35.194559,99.65685424949237,0.0,-36.928932188134524,57.271284253105414,nan,31133.696
OMPL LazyLBTRRT,35.14639,27.82842712474619,0.0,-9.272077938642141,17.804493814764857,nan,1609.728
OMPL LazyLBTRRT,35.097732,31.414213562373096,0.0,-8.786796564403566,22.627416997969522,nan,1245.184
OMPL LazyLBTRRT,35.181466,127.97056274847712,0.0,-127.97056274847712,56.08029957123981,nan,98.304
OMPL LazyLBTRRT,35.120155,46.24264068711928,0.0,-12.585786437626894,32.2490309931942,nan,1191.936
OMPL LazyLBTRRT,35.16774,49.0,0.0,-11.715728752538098,34.713109915419565,nan,9863.168
OMPL LazyLBTRRT,35.205535,72.48528137423855,0.0,-11.029437251522857,41.97618372363071,nan,10457.088
OMPL LazyLBTRRT,35.136518,81.37820360123074,0.0,-21.437078104276495,55.46169849544819,nan,364.544
OMPL LazyLBTRRT,35.241735,51.0,0.0,-3.5147186257614464,45.39823785126467,nan,1241.088
OMPL LazyLBTRRT,35.226711,122.47870866461906,0.0,-122.47870866461906,32.449961479175904,nan,2846.72
OMPL LazyPRM,1.790061,78.4492714130962,0.0,-35.47870866461906,38.2099463490856,nan,438.272
OMPL LazyPRM,0.030351,11.414213562373096,0.0,-2.9289321881345245,8.48528137423857,nan,114.688
OMPL LazyPRM,0.200194,20.0,0.0,-3.5147186257614287,14.212670403551895,nan,163.84
OMPL LazyPRM,1.53374,201.55634918610406,0.0,-146.58578643762692,51.419840528729765,nan,282.624
OMPL LazyPRM,0.155869,143.65685424949237,0.0,-99.61522368914977,29.120439557122072,nan,258.048
OMPL LazyPRM,0.337665,93.07106781186546,0.0,-30.343145750507617,57.271284253105414,nan,151.552
OMPL LazyPRM,1.840584,34.65685424949238,0.0,-16.100505063388333,17.804493814764857,nan,1454.08
OMPL LazyPRM,0.085571,32.0,0.0,-9.37258300203047,22.627416997969522,nan,1634.304
OMPL LazyPRM,3.684167,109.04163056034258,0.0,-109.04163056034258,56.08029957123981,nan,892.928
OMPL LazyPRM,0.494305,50.0,0.0,-16.343145750507617,32.2490309931942,nan,180.224
OMPL LazyPRM,0.096995,85.82842712474618,0.0,-48.54415587728428,34.713109915419565,nan,0.0
OMPL LazyPRM,0.780787,160.14213562373095,0.0,-98.68629150101526,41.97618372363071,nan,819.2
OMPL LazyPRM,0.841946,146.10612566258857,0.0,-86.16500016563432,55.46169849544819,nan,225.28
OMPL LazyPRM,0.104533,91.82842712474618,0.0,-44.34314575050763,45.39823785126467,nan,0.0
OMPL LazyPRM,0.720358,97.24264068711928,0.0,-97.24264068711928,32.449961479175904,nan,126.976
OMPL LazyRRT,1.921677,87.45584412271569,0.0,-44.485281374238554,38.2099463490856,nan,2150.4
OMPL LazyRRT,0.028341,11.414213562373096,0.0,-2.9289321881345245,8.48528137423857,nan,61.44
OMPL LazyRRT,0.103977,21.414213562373096,0.0,-4.9289321881345245,14.212670403551895,nan,16.384
OMPL LazyRRT,0.549504,113.37820360123072,0.0,-58.40764085275359,51.419840528729765,nan,258.048
OMPL LazyRRT,0.112598,108.82842712474618,0.0,-64.78679656440359,29.120439557122072,nan,8.192
OMPL LazyRRT,0.192455,81.07106781186548,0.0,-18.34314575050763,57.271284253105414,nan,253.952
OMPL LazyRRT,0.390554,39.24264068711929,0.0,-20.68629150101524,17.804493814764857,nan,36.864
OMPL LazyRRT,0.065498,31.414213562373096,0.0,-8.786796564403566,22.627416997969522,nan,258.048
OMPL LazyRRT,193.84033,155.14213562373095,0.0,-155.14213562373095,56.08029957123981,nan,7368.704
OMPL LazyRRT,0.492596,99.31370849898475,0.0,-65.65685424949237,32.2490309931942,nan,192.512
OMPL LazyRRT,0.047377,48.41421356237309,0.0,-11.12994231491119,34.713109915419565,nan,258.048
OMPL LazyRRT,1.834645,128.72792206135784,0.0,-67.27207793864216,41.97618372363071,nan,241.664
OMPL LazyRRT,0.491529,99.96399003885763,0.0,-40.02286454190339,55.46169849544819,nan,258.048
OMPL LazyRRT,0.055896,54.41421356237309,0.0,-6.928932188134539,45.39823785126467,nan,0.0
OMPL LazyRRT,28.810955,176.55634918610406,0.0,-176.55634918610406,32.449961479175904,nan,376.832
OMPL LBKPIECE1,15.857831,733.0616387709888,0.0,-690.0910760225116,38.2099463490856,nan,131.072
OMPL LBKPIECE1,5.045326,2465.3380951166228,0.0,-2456.852813742384,8.48528137423857,nan,888.832
OMPL LBKPIECE1,2.650434,1155.8046104724242,0.0,-1139.3193290981856,14.212670403551895,nan,413.696
OMPL LBKPIECE1,1.998671,631.154328932551,0.0,-576.1837661840739,51.419840528729765,nan,1257.472
OMPL LBKPIECE1,2.004017,2220.8528137423855,0.0,-2176.811183182043,29.120439557122072,nan,188.416
OMPL LBKPIECE1,1.306591,463.45584412271586,0.0,-400.727922061358,57.271284253105414,nan,577.536
OMPL LBKPIECE1,2.161578,555.6975326994161,0.0,-537.1411835133121,17.804493814764857,nan,1601.536
OMPL LBKPIECE1,1.354033,690.0416305603428,0.0,-667.4142135623733,22.627416997969522,nan,49.152
OMPL LBKPIECE1,4.450329,2999.9000649019217,0.0,-2999.9000649019217,56.08029957123981,nan,2011.136
OMPL LBKPIECE1,0.661246,145.03505785072315,0.0,-111.37820360123077,32.2490309931942,nan,409.6
OMPL LBKPIECE1,0.771252,875.2842712474621,0.0,-838.0000000000002,34.713109915419565,nan,860.16
OMPL LBKPIECE1,3.07356,980.2122513251776,0.0,-918.7564072024619,41.97618372363071,nan,1597.44
OMPL LBKPIECE1,2.368733,493.96961063805816,0.0,-434.02848514110394,55.46169849544819,nan,1409.024
OMPL LBKPIECE1,0.357539,414.5563491861041,0.0,-367.07106781186553,45.39823785126467,nan,106.496
OMPL LBKPIECE1,5.12422,4099.2497833620455,0.0,-4099.2497833620455,32.449961479175904,nan,921.6
OMPL LBTRRT,35.090132,58.97056274847713,0.0,-15.999999999999993,38.2099463490856,nan,897.024
OMPL LBTRRT,35.108659,11.414213562373096,0.0,-2.9289321881345245,8.48528137423857,nan,16.384
OMPL LBTRRT,35.120903,21.414213562373096,0.0,-4.9289321881345245,14.212670403551895,nan,561.152
OMPL LBTRRT,35.141226,81.96399003885763,0.0,-26.993427290380495,51.419840528729765,nan,2125.824
OMPL LBTRRT,35.171262,57.41421356237309,0.0,-13.372583002030495,29.120439557122072,nan,62230.528
OMPL LBTRRT,35.150995,87.65685424949237,0.0,-24.928932188134524,57.271284253105414,nan,892.928
OMPL LBTRRT,35.098937,20.899494936611667,0.0,-2.3431457505076168,17.804493814764857,nan,56819.712
OMPL LBTRRT,35.118559,31.414213562373096,0.0,-8.786796564403566,22.627416997969522,nan,983.04
OMPL LBTRRT,35.116421,117.24264068711929,0.0,-117.24264068711929,56.08029957123981,nan,5292.032
OMPL LBTRRT,35.114341,39.071067811865476,0.0,-5.414213562373092,32.2490309931942,nan,16.384
OMPL LBTRRT,35.171572,52.41421356237309,0.0,-15.12994231491119,34.713109915419565,nan,66347.008
